"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ReDR","DeathR","HealR","RiskD","RiskT"
"X3.26.20",9241,4144,131,104,414,5,1.81259298831522,0.812832522841496,0.0256952366052693,4966,1,0.0141759549832269,0.448436316415972,82.8,31.6335877862595
"X3.27.20",9332,4528,139,91,384,8,1.83044235114789,0.888152911058469,0.0272644113597896,4665,1,0.0148949849978568,0.485212173167595,48,32.5755395683453
"X3.28.20",9478,4811,144,146,283,5,1.85907979041788,0.943662467999623,0.0282451455813647,4523,1,0.0151930787085883,0.507596539354294,56.6,33.4097222222222
"X3.29.20",9583,5033,152,105,222,8,1.87967520907096,0.98720706743756,0.029814320335885,4398,1,0.0158614212668267,0.525200876552228,27.75,33.1118421052632
"X3.30.20",9661,5228,158,78,195,6,1.89497466292753,1.02545570207899,0.0309912014017752,4275,1,0.0163544146568678,0.541144809025981,32.5,33.0886075949367
"X3.31.20",9786,5408,162,125,180,4,1.91949301846691,1.0607621340557,0.0317757887790353,4216,1,0.0165542611894543,0.55262620069487,45,33.3827160493827
"X4.1.20",9887,5567,165,101,159,3,1.93930384974273,1.09194948230179,0.0323642293119804,4155,1,0.0166885809649034,0.563062607464347,53,33.7393939393939
"X4.2.20",9976,5828,169,89,261,4,1.95676091888677,1.14314380866801,0.0331488166892406,3979,1,0.0169406575781877,0.58420208500401,65.25,34.4852071005917
"X4.3.20",10062,6021,174,86,193,5,1.97362954749786,1.18100014962081,0.0341295509108157,3867,1,0.0172927847346452,0.598389982110912,38.6,34.6034482758621
"X4.4.20",10156,6325,177,94,304,3,1.99206735086347,1.24062879029258,0.0347179914437608,3654,1,0.0174281213076014,0.622784560850729,101.333333333333,35.7344632768362
