"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ReDR","DeathR","HealR","RiskD","RiskT"
"X2.2.2020",16640,463,361,4739,188,102,0.117797550190966,0.00327766020062605,0.00255558387133046,15816,1,0.0216947115384615,0.0278245192307692,1.84313725490196,1.28254847645429
"X2.3.2020",19726,614,425,3086,151,64,0.139643898742007,0.00434661633517148,0.00300865137206495,18687,1,0.0215451688127345,0.0311264321200446,2.359375,1.44470588235294
"X2.4.2020",23718,843,491,3992,229,66,0.167903984100321,0.00596774848623706,0.00347587723219739,22384,1,0.0207015768614554,0.0355426258537819,3.46969696969697,1.71690427698574
"X2.5.2020",27451,1115,563,3733,272,72,0.1943305619166,0.00789328536435863,0.00398557817052368,25773,1,0.0205092710648064,0.0406178281301228,3.77777777777778,1.98046181172291
"X2.6.2020",30603,1478,633,3152,363,70,0.216644136327773,0.010463027595087,0.00448112074945203,28492,1,0.020684246642486,0.048295918700781,5.18571428571429,2.3349131121643
"X2.7.2020",34126,2000,718,3523,522,85,0.241584086407267,0.0141583593979527,0.00508285102386502,31408,1,0.0210396764929965,0.0586063412061185,6.14117647058824,2.78551532033426
"X2.8.2020",36831,2597,805,2705,597,87,0.260733267492998,0.0183846296782416,0.00569873965767596,33429,1,0.0218565882001575,0.070511254106595,6.86206896551724,3.22608695652174
"X2.9.2020",39847,3220,905,3016,623,100,0.28208407346511,0.0227949586307038,0.00640665762757359,35722,1,0.0227118729138957,0.0808090947875624,6.23,3.55801104972376
"X2.10.2020",42372,3919,1012,2525,699,107,0.299959002205026,0.0277433052402883,0.00716412985536406,37441,1,0.023883696780893,0.092490323798735,6.53271028037383,3.87252964426877
"X2.11.2020",44404,4637,1112,2032,718,100,0.314343895353346,0.0328261562641533,0.0078720478252617,38655,1,0.0250427889379335,0.104427529051437,7.18,4.16996402877698
"X2.12.2020",44777,5083,1117,373,446,5,0.316984429381064,0.0359834704098968,0.00790744372375658,38577,1,0.0249458427317596,0.113518100810684,89.2,4.55058191584602
"X2.13.2020",59913,6218,1369,15136,1135,252,0.42413489330477,0.0440183393682349,0.00969139700789862,52326,1,0.0228497988750355,0.103783819872148,4.50396825396825,4.54200146092038
"X2.14.2020",66376,7979,1521,6463,1761,152,0.469887631699254,0.0564847748181323,0.010767432322143,56876,1,0.0229149090032542,0.12020911172713,11.5855263157895,5.24589086127548
"X2.15.2020",68431,9300,1663,2055,1321,142,0.48443534598065,0.06583637120048,0.0117726758393977,57468,1,0.0243018515000511,0.135903318671362,9.30281690140845,5.59230306674684
"X2.16.2020",70533,10757,1767,2102,1457,104,0.499315781707899,0.0761507360218886,0.0125089105280912,58009,1,0.0250521032708094,0.152510172543349,14.0096153846154,6.08771929824561
"X2.17.2020",72456,12464,1865,1923,1707,98,0.51292904426903,0.0882348957680412,0.0132026701385909,58127,1,0.0257397593021972,0.172021640719885,17.4183673469388,6.68310991957105
"X2.18.2020",74233,14208,2004,1777,1744,139,0.525508746594111,0.100580985163056,0.0141866761167486,58021,1,0.0269960799105519,0.19139735697062,12.5467625899281,7.08982035928144
"X2.19.2020",74642,15964,2117,409,1756,113,0.528404131090992,0.113012024714458,0.0149866234227329,56561,1,0.0283620481766298,0.213874226306905,15.5398230088496,7.54085970713273
"X2.20.2020",75101,18016,2239,459,2052,122,0.531653474572823,0.127538501456758,0.015850283346008,54846,1,0.0298131849109865,0.239890281088135,16.8196721311475,8.04644930772666
"X2.21.2020",75576,18706,2239,475,690,0,0.535016084929836,0.132423135449052,0.015850283346008,54631,1,0.0296258071345401,0.247512437810945,690,8.35462259937472
"X2.22.2020",77027,22701,2444,1451,3995,205,0.545287974673051,0.160704458346462,0.0173015151842982,51882,1,0.031729133940047,0.294714840250821,19.4878048780488,9.28846153846154
"X2.23.2020",77050,23189,2446,23,488,2,0.545450795806127,0.164159098039562,0.0173156735436961,51415,1,0.0317456197274497,0.300960415314731,244,9.48037612428455
"X2.24.2020",77271,25020,2596,221,1831,150,0.547015294519601,0.177121076068388,0.0183775504985426,49655,1,0.0335960450880667,0.323795473075281,12.2066666666667,9.63790446841294
"X2.25.2020",77785,27681,2666,514,2661,70,0.550653992884875,0.195958773247364,0.0188730930774709,47438,1,0.0342739602751173,0.355865526772514,38.0142857142857,10.3829707426857
"X2.26.2020",78198,30089,2718,413,2408,52,0.553577694100552,0.213005437962499,0.0192412104218177,45391,1,0.0347579221974987,0.384779661883936,46.3076923076923,11.070272259014
"X2.27.2020",78632,32935,2747,434,2846,29,0.556650058089908,0.233152783385786,0.019446506633088,42950,1,0.0349348865601791,0.418849832129413,98.1379310344828,11.9894430287586
"X2.28.2020",78962,36335,2791,330,3400,44,0.55898618739057,0.257221994362306,0.019757990539843,39836,1,0.0353461158531952,0.460158050707935,77.2727272727273,13.0186313149409
"X2.29.2020",79395,39329,2838,433,2994,47,0.562051472200227,0.278417058381041,0.0200907119856949,37228,1,0.0357453240128472,0.49535864978903,63.7021276595745,13.8579985905567
"X3.1.2020",79972,42171,2873,577,2842,35,0.566136158886536,0.298536087085531,0.020338483275159,34928,1,0.0359250737758215,0.527322062721953,81.2,14.6783849634528
"X3.2.2020",80177,44866,2915,205,2695,42,0.567587390724826,0.317614476374273,0.020635808822516,32396,1,0.0363570600047395,0.559586913952879,64.1666666666667,15.391423670669
"X3.3.2020",80303,47462,2948,126,2596,33,0.568479367366898,0.335992026872815,0.0208694217525823,29893,1,0.0367109572494178,0.591036449447717,78.6666666666667,16.0997286295794
"X3.4.2020",80428,50013,2984,125,2551,36,0.569364264829269,0.354051014284904,0.0211242722217454,27431,1,0.0371015069378823,0.621835679116726,70.8611111111111,16.7603887399464
"X3.5.2020",80581,52304,3016,153,2291,32,0.570447379323213,0.370269414975259,0.0213508059721127,25261,1,0.0374281778583041,0.649086012831809,71.59375,17.342175066313
"X3.6.2020",80735,53956,3045,154,1652,29,0.571537572996855,0.381964219837968,0.021556102183383,23734,1,0.0377159843933858,0.668309902768316,56.9655172413793,17.7195402298851
"X3.7.2020",80815,55551,3073,80,1595,28,0.572103907372773,0.393255511457835,0.0217543192149543,22191,1,0.0380251190991771,0.687384767679267,56.9642857142857,18.0771233322486
"X3.8.2020",80868,57401,3101,53,1850,28,0.572479103896819,0.406351993900941,0.0219525362465256,20366,1,0.038346441113914,0.709811050106346,66.0714285714286,18.5104804901645
"X3.9.2020",80905,58819,3124,37,1418,23,0.572741033545681,0.41639027071409,0.0221153573796021,18962,1,0.038613188307274,0.727013163586923,61.6521739130435,18.828104993598
"X3.10.2020",80935,60198,3140,30,1379,16,0.572953408936651,0.426152459518978,0.0222286242547857,17597,1,0.0387965651448693,0.743782047321925,86.1875,19.1713375796178
"X3.11.2020",80970,61661,3162,35,1463,22,0.573201180226115,0.43650929941858,0.0223843662081632,16147,1,0.0390515005557614,0.761528961343708,66.5,19.5006325110689
"X3.12.2020",80982,62921,3173,12,1260,11,0.573286130382502,0.445429065839291,0.0224622371848519,14888,1,0.0391815465165098,0.776975130275864,114.545454545455,19.8301292152537
"X3.13.2020",80996,64216,3181,14,1295,8,0.573385238898288,0.454596603549465,0.0225188706224438,13599,1,0.0392735443725616,0.792829275519779,161.875,20.1873624646338
"X3.14.2020",81031,65680,3194,35,1464,13,0.573633010187752,0.464960522628766,0.0226108999585304,12157,1,0.0394170132418457,0.810553985511718,112.615384615385,20.5635566687539
"X3.15.2020",81063,67037,3204,32,1357,10,0.57385954393812,0.474566969480277,0.0226816917555202,10822,1,0.0395248140335295,0.826974081886927,135.7,20.9229088639201
"X3.16.2020",81101,67930,3218,38,893,14,0.574128552766681,0.480888676951463,0.0227808002713059,9953,1,0.0396789188789287,0.837597563531892,63.7857142857143,21.1093847110006
"X3.17.2020",81140,68820,3231,39,890,13,0.574404640774941,0.487189146883552,0.0228728296073926,9089,1,0.0398200640867636,0.848163667734779,68.4615384615385,21.2999071494893
"X3.18.2020",81208,69777,3242,68,957,11,0.574886024994471,0.493963921855472,0.0229507005840813,8189,1,0.0399221751551571,0.859238006107773,87,21.5228254164096
"X3.19.2020",81270,70561,3250,62,784,8,0.575324934135808,0.49951399873947,0.0230073340216731,7459,1,0.039990156269226,0.868229358927033,98,21.7110769230769
"X3.20.2020",81391,71292,3255,121,731,5,0.576181514879384,0.504688879099422,0.023042729920168,6844,1,0.0399921367227335,0.87591994200833,146.2,21.9023041474654
"X3.21.2020",81468,71885,3261,77,593,6,0.576726611716205,0.508886832660915,0.0230852049983619,6322,1,0.040027986448667,0.882370992291452,98.8333333333333,22.0438515792702
"X3.22.2020",81614,72390,3276,146,505,15,0.577760171952255,0.512461818408898,0.0231913926938465,5948,1,0.0401401720293087,0.886980174969981,33.6666666666667,22.0970695970696
"X3.23.2020",81703,72842,3276,89,452,0,0.578390218945464,0.515661607632835,0.0231913926938465,5585,1,0.0400964468868952,0.891546210053486,452,22.2350427350427
"X3.24.2020",81816,73309,3283,113,467,7,0.579190166251449,0.518967584552257,0.0232409469517393,5224,1,0.0401266255989049,0.896022782829764,66.7142857142857,22.3298812062138
"X3.25.2020",81906,73802,3287,90,493,4,0.579827292424357,0.522457620143852,0.0232692636705353,4817,1,0.0401313701071961,0.901057309598808,123.25,22.4526924247034
"X3.26.2020",82045,74210,3293,139,408,6,0.580811298402514,0.525345925461035,0.0233117387487291,4542,1,0.0401365104515814,0.90450362605887,68,22.5356817491649
"X3.27.2020",82175,74749,3298,130,539,5,0.581731591763381,0.529161603318783,0.023347134647224,4128,1,0.0401338606632187,0.909631883176149,107.8,22.6649484536082
"X3.28.2020",82294,75130,3301,119,381,3,0.582574014147559,0.531858770784093,0.0233683721863209,3863,1,0.0401122803606581,0.912946265827399,127,22.7597697667374
"X3.29.2020",82432,75612,3306,138,482,5,0.583550940946018,0.535270935398999,0.0234037680848158,3514,1,0.0401057841614907,0.917265139751553,96.4,22.8711433756806
"X3.30.2020",82516,75964,3313,84,352,7,0.584145592040732,0.537762806653039,0.0234533223427086,3239,1,0.0401497891318047,0.920597217509332,50.2857142857143,22.9290673105946
"X3.31.2020",82613,76247,3314,97,283,1,0.584832272471533,0.539766214507849,0.0234604015224076,3052,1,0.0401147519155581,0.922941909868907,283,23.0075437537719
"X4.1.2020",82704,76446,3321,91,199,7,0.58547647782414,0.541174971267946,0.0235099557803004,2937,1,0.040155252466628,0.924332559489263,28.4285714285714,23.0189701897019
"X4.2.2020",82785,76612,3327,81,166,6,0.586049891379757,0.542350115097976,0.0235524308584943,2846,1,0.0401884399347708,0.925433351452558,27.6666666666667,23.0273519687406
"X4.3.2020",82873,76812,3331,88,200,4,0.586672859193267,0.543765951037771,0.0235807475772902,2730,1,0.0401940318318391,0.92686399671787,50,23.0597418192735
"X4.4.2020",82912,76998,3335,39,186,4,0.586948947201527,0.545082678461781,0.0236090642960861,2579,1,0.0402233693554612,0.928671362408337,46.5,23.087856071964
"X4.5.2020",82979,77259,3338,67,261,3,0.587423252241358,0.546930344363214,0.023630301835183,2382,1,0.0402270453970282,0.931066896443679,87,23.1452965847813
"X4.6.2020",83053,77369,3340,74,110,2,0.587947111539082,0.547709054130101,0.023644460194581,2344,1,0.040215284216103,0.931561773807087,55,23.164371257485
"X4.7.2020",83109,77471,3340,56,102,0,0.588343545602225,0.548431130459397,0.023644460194581,2298,1,0.0401881865983227,0.932161378430736,102,23.1949101796407
"X4.8.2020",83204,77632,3342,95,161,2,0.589016067673628,0.549570878390932,0.0236586185539789,2230,1,0.0401663381568194,0.933032065766069,80.5,23.2292040694195
"X4.9.2020",83279,77750,3344,75,118,2,0.589547006151051,0.550406221595411,0.0236727769133769,2185,1,0.0401541805257028,0.933608712880798,59,23.2505980861244
"X4.10.2020",83339,77886,3346,60,136,2,0.58997175693299,0.551368990034472,0.0236869352727749,2107,1,0.0401492698496502,0.934568449345444,68,23.2773460848775
"X4.11.2020",83415,77980,3349,76,94,3,0.590509774590112,0.552034432926175,0.0237081728118718,2086,1,0.0401486543187676,0.934843853024036,31.3333333333333,23.2845625559869
"X4.12.2020",83538,78069,3349,123,89,0,0.591380513693086,0.552664479919384,0.0237081728118718,2120,1,0.0400895400895401,0.934532787473964,89,23.3111376530308
"X4.13.2020",83623,78152,3351,85,83,2,0.591982243967499,0.553252051834399,0.0237223311712697,2120,1,0.0400727072695311,0.93457541585449,41.5,23.3219934347956
"X4.14.2020",83729,78329,3351,106,177,0,0.59273263701559,0.554505066641118,0.0237223311712697,2049,1,0.0400219756595684,0.935506216484133,177,23.3748134885109
"X4.15.2020",83781,78440,3352,52,111,1,0.593100754359937,0.555290855587705,0.0237294103509687,1989,1,0.0400090712691422,0.936250462515367,111,23.4009546539379
